Longitude,Latitude,Day,Violation Code,Street,Time Range,Cluster,Count
0.6312884894320184,0.1651669330226441,Monday,16,William AVE,Daytime (9:00am-3:30pm),0,20030
-0.5040188699439818,0.04327022535541831,Thursday,6,William AVE,Evening (5:00pm-11:00pm),1,14305
0.30452105758202047,0.14328803677440716,Friday,1,William AVE,Daytime (9:00am-3:30pm),2,15470
0.5558806205434658,0.17766915945001768,Tuesday,1,Bannatyne AVE,Daytime (9:00am-3:30pm),3,14707
-3.4239791263458867,-0.159890954089958,Tuesday,39,William AVE,Overnight (11:00pm-5:30am),4,11305
0.3883075785692681,-0.34742435050100623,Wednesday,1,Furby ST,Daytime (9:00am-3:30pm),5,12587
-0.11022222130442386,0.02764244232109026,Wednesday,1,Kennedy ST,Daytime (9:00am-3:30pm),6,1198
-0.11022222130442386,-0.23177875604768935,Thursday,5,Spence ST,Daytime (9:00am-3:30pm),7,4935
0.040593516472681467,0.20579916891171934,Thursday,1,Smith ST,Daytime (9:00am-3:30pm),8,5463
